SK_ID_CURR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CHILDREN,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,TARGET,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,AGE,YEARS_EMPLOYED
100475,138324,550735,44856,17933,120,1,Married,Secondary,Working,0,3.981485498,0.32428212,49,0
100476,217775,1309766,36871,14849,3209,1,Separated,Higher,Working,0,6.014308346,0.169307772,40,8
100477,283206,211402,36208,7015,3295,2,Married,Higher,Pensioner,1,0.746460174,0.127850399,19,9
100478,104076,1305995,21519,7136,6009,0,Single,Secondary,Unemployed,0,12.54847419,0.206762366,19,16
100479,109780,759105,32379,9874,5773,1,Married,Higher,Working,0,6.914784114,0.294944434,27,15
100480,172617,854710,29378,9387,2742,2,Married,Higher,Working,0,4.951482183,0.170191812,25,7
100481,41689,584365,40892,18553,4167,1,Single,Higher,State,1,14.01724676,0.980882247,50,11
100482,293318,117782,15031,19501,9114,1,Single,Secondary,Commercial,0,0.401550536,0.051244724,53,24
100483,29348,1044550,15536,18727,9347,0,Single,Secondary,Working,0,35.59186316,0.529371678,51,25
100484,58102,632220,1446,23701,2720,0,Single,Secondary,Pensioner,0,10.88120891,0.024887267,64,7
100485,94460,1016316,37683,18299,7136,1,Married,Higher,Unemployed,1,10.75922083,0.398930764,50,19
100486,109930,448316,49555,20006,9486,1,Married,Incomplete Higher,Working,1,4.078195215,0.450786864,54,25
100487,26801,1425589,18618,9373,8031,1,Single,Secondary,Working,0,53.19163464,0.694675572,25,22
100488,123150,1364501,7587,17511,8716,0,Married,Secondary,Working,0,11.07999188,0.061607795,47,23
100489,223339,1239915,32480,16731,4260,1,Married,Higher,Working,0,5.551717344,0.145429146,45,11
100490,199208,480595,33994,22169,7434,1,Single,Incomplete Higher,Working,0,2.412528613,0.170645757,60,20
100491,174697,1470744,21527,13398,9804,1,Single,Incomplete Higher,Working,1,8.418828028,0.123224783,36,26
100492,233945,1152272,24569,13181,11211,0,Single,Higher,Working,0,4.925396995,0.105020411,36,30
100493,251915,55939,12151,7084,8525,0,Married,Incomplete Higher,Working,0,0.222055058,0.048234524,19,23
100494,223664,146521,6558,23004,655,2,Single,Secondary,Working,1,0.655094249,0.029320767,63,1
100495,228124,878093,45739,13381,2144,0,Married,Secondary,Working,0,3.849191668,0.200500605,36,5
100496,21542,1388674,33954,8339,10691,1,Married,Secondary,Commercial,1,64.46355956,1.576176771,22,29
100497,197804,814178,48448,21911,11136,2,Married,Higher,Commercial,1,4.116084609,0.244929324,60,30
100498,201415,588098,48327,24477,6611,0,Single,Secondary,Working,1,2.919832187,0.239937443,67,18
100499,59081,647650,44837,12590,8637,2,Married,Secondary,Working,0,10.96206902,0.758907263,34,23
100500,213928,481513,36303,9268,284,1,Married,Secondary,State,0,2.250818032,0.169697281,25,0
100501,239930,1199871,35700,16833,22,0,Widow,Secondary,Working,1,5.000921102,0.148793398,46,0
100502,234532,470453,28500,19810,3785,0,Married,Incomplete Higher,Unemployed,0,2.005922433,0.121518599,54,10
100503,108092,726037,3032,20425,8997,0,Married,Secondary,Working,0,6.71684306,0.028050179,55,24
100504,48295,1318379,2252,17273,3498,2,Married,Secondary,Commercial,0,27.2984574,0.046630086,47,9
100505,33807,1140092,6509,9622,10769,0,Married,Higher,Working,0,33.72354838,0.192534091,26,29
100506,177504,1128143,38842,23203,4041,1,Widow,Secondary,Commercial,1,6.355591987,0.218823238,63,11
100507,258067,131498,14900,22869,20,1,Single,Higher,Pensioner,0,0.509549846,0.057736944,62,0
100508,188152,707098,15523,10100,9289,1,Separated,Incomplete Higher,Pensioner,0,3.758121094,0.082502445,27,25
100509,186981,1026469,2881,7801,5419,0,Married,Incomplete Higher,Unemployed,1,5.489696814,0.015407983,21,14
100510,240411,469894,34037,13668,4295,0,Married,Incomplete Higher,Working,1,1.954544509,0.14157838,37,11
100511,39870,289154,2630,18334,11579,0,Single,Secondary,Working,0,7.252420366,0.065964384,50,31
100512,223196,800219,21789,8474,2035,1,Married,Higher,Working,0,3.585274826,0.097622717,23,5
100513,268683,144544,23523,12521,240,0,Married,Secondary,Working,0,0.537972257,0.087549268,34,0
100514,254677,251183,18958,23590,11054,0,Single,Secondary,Working,0,0.986280661,0.074439388,64,30
100515,46790,683743,47151,12335,2622,1,Single,Secondary,Pensioner,1,14.6130156,1.007715324,33,7
100516,138874,1377429,49920,24466,10166,2,Widow,Secondary,Pensioner,0,9.918552069,0.359462534,67,27
100517,244786,468001,44852,21636,10436,3,Married,Incomplete Higher,Working,0,1.91187813,0.183229433,59,28
100518,35485,1088094,2695,7584,4668,0,Married,Secondary,Working,0,30.66349162,0.075947583,20,12
100519,106188,58909,15821,21658,7056,0,Single,Higher,Working,0,0.554761367,0.14899047,59,19
100520,24748,729984,4262,11535,1861,2,Married,Secondary,Commercial,0,29.4966866,0.172215937,31,5
100521,237841,975834,2445,20500,10692,0,Married,Secondary,Working,0,4.102883859,0.010279977,56,29
100522,160507,520693,17436,23828,9014,2,Married,Lower,Pensioner,1,3.244051661,0.108630776,65,24
100523,285853,544570,10949,16993,11614,1,Married,Secondary,Commercial,0,1.905070088,0.038302904,46,31
100524,143961,244017,24963,23359,5869,3,Married,Higher,Commercial,1,1.695021568,0.173401129,63,16
100525,50355,419994,30932,8145,2647,2,Married,Secondary,Working,0,8.340661305,0.614278622,22,7
100526,206843,946768,7901,16262,8742,1,Single,Secondary,Working,0,4.577230073,0.038198054,44,23
100527,176542,457891,34487,20274,5879,1,Separated,Secondary,Pensioner,0,2.593666096,0.195347283,55,16
100528,193416,1081941,9597,13211,7189,1,Married,Incomplete Higher,Commercial,0,5.593854697,0.049618439,36,19
100529,59298,470982,7855,13983,5426,0,Married,Secondary,Unemployed,0,7.942628756,0.132466525,38,14
100530,81629,446416,19678,24637,5303,0,Married,Secondary,Working,0,5.468840731,0.241066288,67,14
100531,250907,278146,9263,14642,8067,0,Widow,Secondary,Commercial,1,1.108562137,0.036918061,40,22
100532,43960,1329667,48288,21691,961,0,Single,Higher,Working,1,30.247202,1.098453139,59,2
100533,233920,1263870,26805,8071,10561,1,Single,Higher,Commercial,0,5.403001026,0.114590458,22,28
100534,262804,1169795,27143,21760,5831,1,Married,Higher,State,0,4.451206983,0.103282294,59,15
100535,149695,1394330,12874,18335,366,2,Married,Secondary,State,1,9.314472761,0.086001536,50,1
100536,254286,843574,28529,12079,7520,0,Married,Incomplete Higher,State,0,3.317422115,0.112192571,33,20
100537,148148,585595,21866,23064,11945,1,Single,Higher,Working,1,3.952770203,0.147595648,63,32
100538,212714,1189141,15079,11032,8676,1,Married,Incomplete Higher,Unemployed,1,5.590327858,0.070888611,30,23
100539,227611,784383,8243,13803,5223,0,Single,Incomplete Higher,Unemployed,0,3.446155941,0.036215297,37,14
100540,279747,317229,30872,13002,11895,1,Single,Higher,Working,0,1.133985351,0.110356858,35,32
100541,111362,563516,10018,24118,8799,0,Widow,Secondary,Pensioner,0,5.060218028,0.089958873,66,24
100542,295987,740036,13100,18077,11331,0,Married,Incomplete Higher,Working,1,2.500231429,0.044258701,49,31
100543,134065,1478447,20800,11292,3066,0,Married,Incomplete Higher,Commercial,0,11.02783724,0.155148622,30,8
100544,37640,572760,27910,19796,11034,0,Single,Secondary,Working,1,15.21679065,0.741498406,54,30
100545,72528,840869,30437,17712,11693,1,Married,Secondary,Unemployed,0,11.59371553,0.419658615,48,32
100546,279214,971920,38588,21797,9862,0,Married,Lower,Working,0,3.480914281,0.138202239,59,27
100547,130133,851143,12001,22756,344,0,Separated,Secondary,Working,0,6.540562348,0.092221035,62,0
100548,219938,1191464,47675,24982,11891,2,Separated,Incomplete Higher,Working,0,5.41727214,0.216765634,68,32
100549,170159,82175,20942,7975,8368,0,Married,Secondary,Working,0,0.482930671,0.123073126,21,22
100550,192502,593595,21862,21917,5272,0,Married,Secondary,Commercial,0,3.083578352,0.113567651,60,14
100551,175576,1362453,12669,16479,6316,1,Married,Secondary,Working,0,7.759904543,0.072156787,45,17
100552,31023,919634,16916,7751,5501,1,Married,Secondary,Commercial,0,29.64361925,0.545272862,21,15
100553,41447,100028,11878,24227,10085,1,Single,Secondary,Unemployed,0,2.413395421,0.286582865,66,27
100554,86203,1195888,3985,20268,11444,2,Married,Secondary,State,1,13.87292786,0.04622809,55,31
100555,180775,496450,33369,18205,4381,1,Single,Higher,Pensioner,0,2.746231503,0.184588577,49,12
100556,29337,1146069,9112,18016,11896,0,Single,Lower,Working,0,39.06565088,0.310597539,49,32
100557,66427,130149,42235,22433,9953,0,Single,Secondary,Working,1,1.959278607,0.63581074,61,27
100558,125787,758704,19931,8879,11855,1,Married,Higher,Working,1,6.031656689,0.158450396,24,32
100559,182993,1256011,28340,23326,1045,1,Married,Higher,Working,0,6.863710634,0.154869312,63,2
100560,147016,168834,1336,14125,11127,1,Married,Higher,Pensioner,0,1.148405616,0.009087446,38,30
100561,286979,275403,43933,13428,11702,1,Married,Higher,Working,1,0.959662554,0.153087857,36,32
100562,40159,1234787,20363,24261,8762,0,Single,Secondary,Pensioner,1,30.74745387,0.507059439,66,24
100563,198677,920207,46536,23455,3163,1,Married,Secondary,Working,1,4.63167352,0.234229428,64,8
100564,186619,1330569,4968,15673,5618,2,Single,Secondary,State,0,7.129868877,0.026621084,42,15
100565,102844,1397488,34678,19873,730,1,Married,Secondary,Working,0,13.58842519,0.337190308,54,2
100566,47532,1421828,49400,15935,9489,0,Separated,Higher,Working,0,29.91306909,1.03929984,43,25
100567,185421,322013,17279,14508,5404,2,Single,Secondary,Commercial,1,1.736658739,0.093187934,39,14
100568,142402,918320,4129,11251,11217,0,Single,Incomplete Higher,Working,0,6.448785832,0.028995379,30,30
100569,138012,1116671,39215,15955,7008,1,Married,Incomplete Higher,Commercial,0,8.091115265,0.284141959,43,19
100570,76178,1171462,39897,15479,11630,1,Separated,Lower,Working,1,15.37795689,0.523733886,42,31
100571,69407,862342,6850,16331,11514,1,Married,Incomplete Higher,Working,0,12.42442405,0.098693215,44,31
100572,70990,290711,21588,13717,4622,1,Widow,Secondary,Pensioner,0,4.095097901,0.304099169,37,12
100573,149473,1088868,41214,18002,1771,0,Married,Higher,Working,0,7.284713627,0.275728727,49,4
100574,246156,1128389,12949,11560,8804,2,Separated,Secondary,Commercial,0,4.584040202,0.052604852,31,24
100575,188964,626424,9519,12303,2448,1,Single,Incomplete Higher,Working,0,3.315044135,0.050374675,33,6
100576,21015,580919,27375,11267,7713,1,Single,Incomplete Higher,Commercial,0,27.64306448,1.302640971,30,21
100577,81813,14885,34082,23731,9739,0,Widow,Incomplete Higher,Working,0,0.181939301,0.416584161,65,26
100578,47712,1238954,12737,17132,1187,0,Separated,Secondary,Working,0,25.96734574,0.266955902,46,3
100579,120497,857746,2134,12627,2852,1,Single,Higher,Working,0,7.118401288,0.017709984,34,7
100580,262926,1380807,11938,19039,3428,0,Single,Secondary,Working,0,5.251694393,0.04540441,52,9
100581,132816,427381,25486,9266,159,2,Single,Secondary,Working,0,3.21784273,0.191889531,25,0
100582,148778,981433,49356,15339,11762,0,Single,Higher,Commercial,0,6.59662719,0.331742596,42,32
100583,82292,465244,27096,16431,5157,1,Single,Secondary,Commercial,0,5.653575074,0.329266514,45,14
100584,155230,579100,42115,17443,10895,0,Separated,Lower,Working,0,3.730593313,0.271307093,47,29
100585,213752,710860,6592,16567,10614,1,Married,Secondary,Working,0,3.325629702,0.030839478,45,29
100586,289114,1374363,19108,9347,1256,0,Married,Incomplete Higher,Working,0,4.753706151,0.066091576,25,3
100587,171456,49900,18270,15889,1559,1,Married,Secondary,Working,0,0.291036767,0.106557951,43,4
100588,125570,1489738,28649,19318,2281,1,Married,Incomplete Higher,Working,0,11.86380505,0.228151629,52,6
100589,290846,406067,11997,9521,10333,1,Married,Incomplete Higher,Working,1,1.396158104,0.041248633,26,28
100590,20404,807720,34489,9953,9309,0,Married,Incomplete Higher,Unemployed,0,39.58635562,1.690305822,27,25
100591,198998,1126268,10104,16916,4244,1,Married,Secondary,Commercial,0,5.659695072,0.05077438,46,11
100592,294907,465796,1870,8547,136,2,Married,Incomplete Higher,Working,0,1.579467425,0.006340982,23,0
100593,169456,1454160,29684,18800,10004,1,Married,Secondary,Working,1,8.581342649,0.175172316,51,27
100594,211172,1099979,40519,14722,10575,1,Widow,Secondary,Commercial,0,5.208924479,0.191876764,40,28
100595,160932,800600,35524,22993,996,2,Separated,Secondary,Working,0,4.974771953,0.220739194,62,2
100596,255365,1009001,31957,9198,3977,1,Married,Incomplete Higher,State,0,3.951211012,0.125142443,25,10
100597,70612,317023,34885,11671,5151,3,Married,Secondary,Pensioner,0,4.489647652,0.494037841,31,14
100598,220244,1113447,45369,22221,8753,0,Single,Incomplete Higher,Working,1,5.055515701,0.205994261,60,23
100599,293060,1034127,36596,24245,9408,2,Married,Higher,Working,0,3.528721081,0.124875452,66,25
100600,24809,496862,30866,18505,10510,1,Married,Secondary,State,1,20.02749002,1.24414527,50,28
100601,183273,1085750,31676,14813,10776,0,Single,Incomplete Higher,Unemployed,0,5.924222335,0.17283506,40,29
100602,204402,760111,48764,15487,9413,0,Married,Secondary,Working,0,3.718706275,0.238569094,42,25
100603,164528,228563,14878,7600,4286,0,Married,Incomplete Higher,Commercial,0,1.389204269,0.090428377,20,11
100604,58765,142653,40760,17653,8936,1,Single,Secondary,Working,0,2.427516379,0.693610142,48,24
100605,41949,115155,28559,10751,4196,2,Separated,Higher,Working,0,2.745119073,0.68080288,29,11
100606,221152,338997,47546,10121,11168,1,Single,Secondary,Commercial,0,1.532868796,0.214992403,27,30
100607,196615,1365398,7771,10943,9560,1,Separated,Secondary,Pensioner,0,6.944526104,0.039523943,29,26
100608,112193,1181371,17526,12943,7205,1,Married,Secondary,Commercial,1,10.52981024,0.156212954,35,19
100609,56187,93668,30896,20062,10354,0,Married,Secondary,State,0,1.667076014,0.549878086,54,28
100610,158311,742685,32923,24263,11560,1,Married,Secondary,Working,0,4.691303826,0.207964071,66,31
100611,296633,674927,37203,18800,6044,1,Married,Secondary,Working,0,2.275293039,0.125417604,51,16
100612,209089,984448,40390,16629,2279,1,Married,Secondary,Working,0,4.708272554,0.193171329,45,6
100613,81877,558091,13852,8385,843,0,Married,Higher,Working,0,6.816212123,0.1691806,22,2
100614,114074,678590,48574,16466,9633,0,Married,Higher,Commercial,1,5.948682434,0.425811315,45,26
100615,183121,678222,44391,22377,5304,1,Married,Incomplete Higher,Working,1,3.703682265,0.242413486,61,14
100616,57131,1490147,2848,16354,522,1,Separated,Higher,State,0,26.08298472,0.049850344,44,1
100617,135765,953763,32027,11457,6810,0,Single,Higher,State,0,7.025102199,0.235900269,31,18
100618,126884,1283723,36464,12183,7337,0,Married,Higher,Working,0,10.11729611,0.2873806,33,20
100619,145917,1009949,35485,20503,4938,3,Single,Secondary,Working,1,6.921393669,0.243186195,56,13
100620,193880,560083,20456,17067,7669,0,Married,Higher,Commercial,0,2.888812668,0.105508562,46,21
100621,35254,275914,10259,18273,2504,0,Married,Secondary,Unemployed,0,7.826459409,0.291002439,50,6
100622,64238,1446985,36554,12844,8966,0,Single,Incomplete Higher,Commercial,1,22.52537439,0.569040132,35,24
100623,21252,367455,47922,7051,120,3,Single,Higher,Working,1,17.29037267,2.254940711,19,0
100624,101317,284713,14409,8308,2623,0,Single,Secondary,Working,0,2.81012071,0.142217002,22,7
100625,98587,1039586,4791,16373,8738,0,Married,Higher,Working,1,10.54485886,0.048596671,44,23
100626,26949,1357790,26864,16632,9893,1,Married,Secondary,Working,0,50.38368771,0.996845894,45,27
100627,258897,1008429,37639,8478,4964,1,Separated,Secondary,State,0,3.895097278,0.14538214,23,13
100628,224625,569485,35574,8423,1968,3,Married,Secondary,State,0,2.535269894,0.158370618,23,5
100629,158013,162584,18888,9423,7680,2,Single,Higher,Working,1,1.028928,0.119534469,25,21
100630,45934,929220,20692,11528,6062,3,Widow,Higher,Working,0,20.22945966,0.450472417,31,16
100631,276434,1402515,24501,24058,9253,1,Married,Incomplete Higher,Working,0,5.073598038,0.088632368,65,25
100632,270875,296077,14304,20380,7323,0,Married,Secondary,Pensioner,1,1.093039225,0.052806645,55,20
100633,90390,1029729,28527,8805,4028,1,Single,Higher,Working,0,11.39206771,0.315599071,24,11
100634,203401,664738,19074,13846,7736,2,Married,Higher,Commercial,1,3.268115693,0.09377535,37,21
100635,273490,379226,16549,18647,8867,1,Separated,Secondary,Working,0,1.386617427,0.060510439,51,24
100636,63088,1470792,30963,15855,388,2,Married,Higher,Commercial,0,23.3133401,0.490790642,43,1
100637,267940,1164608,26920,15506,10535,1,Married,Secondary,Working,0,4.346525341,0.100470255,42,28
100638,236464,1260516,31826,11438,7891,0,Married,Secondary,Working,1,5.330688815,0.134591312,31,21
100639,238441,1358324,37071,22120,9789,0,Separated,Secondary,Commercial,0,5.69668807,0.155472423,60,26
100640,145911,466552,17061,24455,6461,2,Single,Higher,Working,0,3.197510811,0.116927442,67,17
100641,243777,1280303,29810,10868,1004,0,Married,Secondary,Working,0,5.251943374,0.122283891,29,2
100642,296532,78869,48966,11696,2265,2,Separated,Secondary,Working,1,0.265971295,0.16512889,32,6
100643,25569,874807,23800,23073,10311,0,Single,Secondary,Working,0,34.21357894,0.930814658,63,28
100644,89836,723675,44423,8612,2237,1,Married,Secondary,Working,0,8.055512267,0.494489959,23,6
100645,124573,207416,42692,13327,4273,0,Married,Secondary,Commercial,0,1.665015694,0.342706686,36,11
100646,278090,583533,10940,9628,4236,1,Married,Secondary,Pensioner,1,2.098360243,0.039339782,26,11
100647,163087,572344,4924,22337,7459,2,Married,Higher,Working,0,3.509439747,0.030192474,61,20
100648,65002,1464501,29054,9967,529,3,Married,Secondary,Working,0,22.53009138,0.446970862,27,1
100649,267666,780024,10783,15535,8459,1,Married,Higher,Working,1,2.914169151,0.040285281,42,23
100650,157326,1374277,38253,21674,785,1,Single,Higher,Working,1,8.735218591,0.243144808,59,2
100651,175286,1333263,46397,21341,11182,1,Married,Secondary,Working,0,7.606214986,0.26469313,58,30
100652,231791,435634,14233,7485,7479,0,Single,Secondary,Commercial,1,1.879425862,0.061404455,20,20
100653,222846,754971,46669,20237,10876,2,Single,Incomplete Higher,Working,0,3.387859778,0.209422651,55,29
100654,157162,501507,25484,14172,6340,1,Separated,Secondary,Working,0,3.191019458,0.162151156,38,17
100655,162709,1036008,26068,10180,6359,1,Married,Secondary,Pensioner,0,6.36724459,0.160212404,27,17
100656,173487,1463516,1191,13779,10871,0,Separated,Secondary,Pensioner,0,8.435882804,0.006865068,37,29
100657,44071,270972,26074,13789,10298,2,Single,Higher,Unemployed,1,6.148533049,0.591636223,37,28
100658,78243,1170232,5917,11431,9999,2,Married,Higher,State,0,14.95637948,0.075623378,31,27
100659,192312,1070663,39599,19908,5088,0,Single,Lower,Pensioner,0,5.567322892,0.205910188,54,13
100660,277218,1347057,26832,18978,8122,1,Married,Incomplete Higher,Working,0,4.859197455,0.096790252,51,22
100661,234879,141554,43928,12431,4768,0,Married,Secondary,Working,0,0.602667757,0.187023957,34,13
100662,48732,490757,21706,11485,2002,1,Single,Secondary,Working,0,10.07052861,0.445415743,31,5
100663,141465,187024,14682,18841,861,0,Separated,Secondary,Commercial,0,1.322051391,0.103785389,51,2
100664,77108,1190111,27762,11777,5669,2,Single,Secondary,Pensioner,0,15.43433885,0.360040463,32,15
100665,131195,772524,24383,16555,5965,2,Married,Secondary,Working,1,5.888364648,0.185853119,45,16
100666,56668,1446296,28796,13978,599,1,Separated,Secondary,Commercial,0,25.52227006,0.508152749,38,1
100667,59749,300767,24666,21956,1656,1,Widow,Secondary,Commercial,0,5.033841571,0.412826993,60,4
100668,150560,40634,26662,15388,5477,3,Separated,Secondary,Pensioner,0,0.26988576,0.177085547,42,15
100669,167979,381742,46159,19364,3889,0,Married,Secondary,Commercial,0,2.272557879,0.274790301,53,10
100670,169849,316478,35642,13407,3264,0,Single,Lower,Unemployed,1,1.863290334,0.209845215,36,8
100671,244301,860080,42830,8821,9599,1,Single,Higher,Working,1,3.520575028,0.175316515,24,26
100672,71745,551495,38531,22108,1444,1,Married,Lower,Working,0,7.686877134,0.537054847,60,3
100673,111865,478866,11234,19188,2519,1,Married,Secondary,Working,0,4.280749117,0.100424619,52,6
100674,232890,610842,10221,24346,43,3,Single,Secondary,Working,0,2.622877753,0.043887672,66,0
100675,43624,612564,12410,7857,1933,1,Married,Secondary,Working,0,14.04190354,0.284476435,21,5
100676,43321,982022,15519,23202,3026,0,Married,Secondary,Commercial,0,22.66849796,0.358232728,63,8
100677,194293,1368501,2051,19841,11461,0,Married,Secondary,State,1,7.043491016,0.010556222,54,31
100678,279127,713140,45993,13382,1026,1,Married,Incomplete Higher,Commercial,1,2.554894367,0.164774458,36,2
100679,206717,197512,10765,16554,6385,1,Married,Lower,Working,0,0.955470523,0.052076027,45,17
100680,203868,966703,12382,21177,1140,0,Widow,Secondary,Working,1,4.741808425,0.060735378,58,3
100681,155504,196420,13580,8901,9044,0,Single,Secondary,Working,1,1.263118634,0.087328943,24,24
100682,115257,715644,33323,17213,3923,0,Married,Secondary,Working,1,6.209115282,0.289119099,47,10
100683,84291,1256772,45757,13804,8278,0,Single,Secondary,Working,1,14.90991921,0.542845618,37,22
100684,230176,1253495,12939,18620,1975,0,Single,Secondary,Working,0,5.445811032,0.056213506,51,5
100685,210471,1469224,30964,7608,6913,0,Married,Secondary,Working,0,6.980648165,0.147117655,20,18
100686,238803,262324,1307,15298,1662,1,Widow,Secondary,State,1,1.098495413,0.005473131,41,4
100687,131317,724449,4359,22318,5540,1,Single,Secondary,Working,1,5.516795236,0.033194484,61,15
100688,159789,872780,30648,24011,9830,2,Married,Secondary,Unemployed,1,5.462078116,0.19180294,65,26
100689,93686,435599,36944,12524,8609,1,Married,Secondary,Working,0,4.649563435,0.394338535,34,23
100690,87661,380960,35019,16554,5058,1,Single,Secondary,Unemployed,0,4.34583224,0.399482096,45,13
100691,64247,739042,39134,20289,10384,2,Widow,Lower,Working,0,11.50313633,0.609117935,55,28
100692,265121,652341,28323,18521,2892,1,Married,Secondary,Working,0,2.460540659,0.106830466,50,7
100693,167820,1237541,7226,11839,5542,2,Single,Incomplete Higher,Working,0,7.374216422,0.043058038,32,15
100694,286765,1220468,22689,10365,9244,0,Married,Incomplete Higher,State,0,4.255986609,0.079120534,28,25
100695,166106,139832,31971,16925,5147,2,Married,Lower,Working,0,0.841823896,0.192473481,46,14
100696,278930,1206838,26954,23993,4291,0,Married,Higher,Working,0,4.326669774,0.096633564,65,11
100697,156194,72411,25423,17312,10064,0,Married,Higher,Pensioner,0,0.463596553,0.162765535,47,27
100698,58638,290521,31391,14237,8909,1,Single,Incomplete Higher,Working,0,4.954483441,0.535335448,39,24
100699,138033,1493529,15330,21092,11032,1,Married,Secondary,Working,0,10.8200865,0.111060399,57,30
100700,125977,992073,5891,13043,4703,1,Single,Secondary,Working,0,7.875032744,0.046762504,35,12
100701,108869,1091787,5992,20621,444,3,Widow,Lower,Commercial,1,10.02844703,0.055038624,56,1
100702,125186,218981,2961,8518,8797,0,Married,Higher,Working,0,1.749245123,0.023652805,23,24
100703,186926,270888,13497,24123,5501,0,Single,Lower,Working,0,1.4491724,0.072205044,66,15
100704,66271,785926,33551,9415,6827,3,Widow,Higher,Working,1,11.8592748,0.506269711,25,18
100705,161339,292139,11848,7228,11111,0,Single,Incomplete Higher,Working,0,1.810715326,0.073435437,19,30
100706,241897,563830,14255,22363,3016,0,Married,Higher,State,1,2.330868097,0.05893004,61,8
100707,21062,15651,5567,17758,350,3,Married,Higher,Working,0,0.743091824,0.26431488,48,0
100708,267736,1152815,49847,15743,2827,1,Single,Higher,Working,1,4.305790032,0.18617967,43,7
100709,70448,870363,40281,16387,4618,0,Separated,Incomplete Higher,Working,0,12.35468715,0.571783443,44,12
100710,115462,893544,49003,22117,8469,1,Married,Incomplete Higher,Working,1,7.738857806,0.42440803,60,23
100711,265885,442625,21389,23796,279,0,Single,Incomplete Higher,Working,1,1.664723471,0.080444553,65,0
100712,67915,1208954,45523,8072,11199,2,Married,Higher,Working,0,17.80098653,0.67029375,22,30
100713,286776,1203734,44919,13169,3766,1,Married,Secondary,Working,0,4.197471197,0.156634446,36,10
100714,124592,1461168,17567,9536,8651,3,Separated,Secondary,Pensioner,0,11.72762296,0.140996212,26,23
100715,154668,1377070,4358,7393,3995,0,Married,Incomplete Higher,Working,0,8.903393074,0.028176481,20,10
100716,128099,338569,23999,11006,2031,0,Married,Higher,Working,0,2.643026097,0.187347286,30,5
100717,27561,501574,43358,18480,8799,1,Married,Secondary,Working,1,18.19868655,1.57316498,50,24
100718,102152,434852,11988,24346,11651,1,Married,Secondary,Working,0,4.256911269,0.117354531,66,31
100719,145036,449865,41446,16588,2241,0,Married,Incomplete Higher,Pensioner,0,3.101747152,0.285763535,45,6
100720,46734,1481402,32521,21334,2679,2,Single,Incomplete Higher,Working,1,31.69859203,0.695874524,58,7
100721,46069,260948,6698,20723,849,1,Married,Incomplete Higher,Working,0,5.664286179,0.14539061,56,2
100722,230977,866069,2273,19485,21,0,Married,Higher,Commercial,0,3.749589786,0.009840807,53,0
100723,32910,861626,28543,15795,2028,1,Separated,Secondary,Working,1,26.18128229,0.867304771,43,5
100724,101264,868349,32349,9802,11417,2,Single,Secondary,Working,1,8.575100727,0.319452125,26,31
100725,43275,69200,12241,21015,8623,0,Married,Secondary,Working,0,1.599075679,0.282865396,57,23
100726,92274,1159424,10497,11865,5972,1,Separated,Incomplete Higher,Working,1,12.5650129,0.113759022,32,16
100727,211076,111022,42875,16833,4306,2,Married,Secondary,Commercial,0,0.525981163,0.203125888,46,11
100728,214053,706979,33703,17552,5804,1,Widow,Higher,Working,0,3.302822198,0.157451659,48,15
100729,205625,1466331,45041,21319,4917,0,Widow,Higher,Working,0,7.131093009,0.219044377,58,13
100730,68447,785741,32954,8044,8599,0,Married,Higher,Working,0,11.47955352,0.481452803,22,23
100731,95703,1115644,9002,15476,8815,1,Married,Incomplete Higher,Working,0,11.65735661,0.094061837,42,24
100732,299404,475529,5247,20247,1614,2,Single,Secondary,Unemployed,0,1.588251994,0.017524816,55,4
100733,132581,891364,42988,17918,6715,1,Married,Higher,Working,1,6.723165461,0.324239522,49,18
100734,285956,166445,22698,20998,2646,0,Single,Secondary,Unemployed,0,0.582065073,0.079375848,57,7
100735,209728,1190679,20738,19371,5228,1,Married,Secondary,Working,1,5.677253395,0.098880455,53,14
100736,136421,229605,11703,12722,3510,4,Married,Secondary,State,0,1.683061992,0.085785913,34,9
100737,21605,208047,49240,16583,8653,2,Married,Secondary,Working,1,9.629576487,2.27910206,45,23
100738,92303,814217,18570,23003,1869,2,Single,Higher,Working,0,8.821132574,0.201185227,63,5
100739,178211,254768,13392,16037,11212,2,Separated,Higher,Pensioner,0,1.429586277,0.075146876,43,30
100740,207210,689029,45724,9216,7055,2,Single,Secondary,Pensioner,0,3.325269051,0.220665026,25,19
100741,281949,1148051,33299,20476,9111,2,Single,Secondary,Working,1,4.071839233,0.118102919,56,24
100742,164990,515370,16641,21593,2431,0,Single,Higher,Working,1,3.123643857,0.100860658,59,6
100743,178518,531570,14998,18269,6727,1,Separated,Incomplete Higher,Working,0,2.977682923,0.084013937,50,18
100744,144040,694984,7305,17205,1859,1,Separated,Secondary,Pensioner,0,4.824937517,0.050715079,47,5
100745,164118,225972,33726,13668,8728,2,Married,Higher,Working,0,1.376887362,0.205498483,37,23
100746,251966,1216353,19782,22089,2931,1,Widow,Higher,Commercial,1,4.827448942,0.078510593,60,8
100747,286468,213944,13721,8366,6766,1,Single,Higher,Commercial,1,0.746833852,0.047897147,22,18
